State,Hour,Month,Predicted_Severity,Accident_Count,Correct_Preds,Prediction_Accuracy
TX,13,2,3.0,1,0,0.0
TX,13,2,4.0,1,0,0.0
TX,13,3,1.0,1,0,0.0
TX,13,3,2.0,121,79,0.6528925619834711
TX,13,3,3.0,2,0,0.0
TX,13,4,1.0,2,0,0.0
TX,13,4,2.0,111,84,0.7567567567567568
TX,13,5,2.0,117,74,0.6324786324786325
TX,13,5,3.0,2,2,1.0
TX,13,6,1.0,1,0,0.0
TX,13,6,2.0,100,71,0.71
TX,13,6,3.0,4,2,0.5
TX,13,6,4.0,5,1,0.2
TX,13,7,1.0,1,0,0.0
TX,13,7,2.0,150,103,0.6866666666666666
TX,13,7,3.0,3,0,0.0
TX,13,8,1.0,4,0,0.0
TX,13,8,2.0,157,111,0.7070063694267515
TX,13,8,3.0,1,1,1.0
TX,13,8,4.0,2,0,0.0
TX,13,9,1.0,1,1,1.0
TX,13,9,2.0,154,110,0.7142857142857143
TX,13,9,3.0,3,3,1.0
TX,13,9,4.0,3,1,0.3333333333333333
TX,13,10,2.0,153,126,0.8235294117647058
TX,13,10,3.0,4,0,0.0
TX,13,11,1.0,2,1,0.5
TX,13,11,2.0,177,138,0.7796610169491526
TX,13,11,3.0,2,1,0.5
TX,13,11,4.0,6,0,0.0
TX,13,12,2.0,187,143,0.7647058823529411
TX,13,12,3.0,4,1,0.25
TX,14,1,1.0,2,2,1.0
TX,14,1,2.0,134,103,0.7686567164179104
TX,14,1,3.0,1,0,0.0
TX,14,1,4.0,1,0,0.0
TX,14,2,2.0,132,87,0.6590909090909091
TX,14,2,3.0,4,1,0.25
TX,14,3,1.0,1,0,0.0
TX,14,3,2.0,99,59,0.5959595959595959
TX,14,3,4.0,4,3,0.75
TX,14,4,1.0,4,1,0.25
TX,14,4,2.0,97,50,0.5154639175257731
TX,14,4,3.0,1,1,1.0
TX,14,5,1.0,4,0,0.0
TX,14,5,2.0,127,85,0.6692913385826772
TX,14,5,3.0,3,2,0.6666666666666666
TX,14,6,1.0,7,3,0.42857142857142855
TX,14,6,2.0,136,91,0.6691176470588235
TX,14,7,2.0,132,83,0.6287878787878788
TX,14,7,3.0,3,1,0.3333333333333333
TX,14,7,4.0,3,0,0.0
TX,14,8,1.0,1,1,1.0
TX,14,8,2.0,139,102,0.7338129496402878
TX,14,8,3.0,3,2,0.6666666666666666
TX,14,8,4.0,1,0,0.0
TX,14,9,1.0,2,0,0.0
TX,14,9,2.0,158,114,0.7215189873417721
TX,14,9,3.0,3,1,0.3333333333333333
TX,14,9,4.0,1,0,0.0
TX,14,10,1.0,2,0,0.0
TX,14,10,2.0,154,116,0.7532467532467533
TX,14,10,4.0,1,1,1.0
TX,14,11,1.0,2,1,0.5
TX,14,11,2.0,189,144,0.7619047619047619
TX,14,11,3.0,3,0,0.0
TX,14,11,4.0,3,1,0.3333333333333333
TX,14,12,1.0,3,0,0.0
TX,14,12,2.0,173,127,0.7341040462427746
TX,14,12,3.0,7,2,0.2857142857142857
TX,14,12,4.0,2,0,0.0
TX,15,1,1.0,1,0,0.0
TX,15,1,2.0,187,142,0.7593582887700535
TX,15,1,3.0,2,0,0.0
TX,15,2,1.0,1,0,0.0
TX,15,2,2.0,143,102,0.7132867132867133
TX,15,2,3.0,1,0,0.0
TX,15,3,1.0,1,1,1.0
TX,15,3,2.0,134,88,0.6567164179104478
TX,15,3,3.0,2,1,0.5
TX,15,4,1.0,3,0,0.0
TX,15,4,2.0,136,95,0.6985294117647058
TX,15,4,3.0,3,1,0.3333333333333333
TX,15,5,1.0,5,4,0.8
TX,15,5,2.0,159,117,0.7358490566037735
TX,15,5,3.0,2,1,0.5
TX,15,6,1.0,1,0,0.0
TX,15,6,2.0,157,107,0.6815286624203821
TX,15,6,3.0,1,0,0.0
TX,15,7,1.0,3,1,0.3333333333333333
TX,15,7,2.0,180,135,0.75
TX,15,7,3.0,1,0,0.0
TX,15,7,4.0,1,0,0.0
TX,15,8,1.0,5,0,0.0
TX,15,8,2.0,222,160,0.7207207207207207
TX,15,8,3.0,2,1,0.5
TX,15,9,1.0,2,0,0.0
TX,15,9,2.0,203,161,0.7931034482758621
TX,15,9,3.0,3,0,0.0
TX,15,10,1.0,1,0,0.0
TX,15,10,2.0,170,129,0.7588235294117647
TX,15,10,4.0,1,0,0.0
TX,15,11,1.0,2,1,0.5
TX,15,11,2.0,182,145,0.7967032967032966
TX,15,11,3.0,2,0,0.0
TX,15,11,4.0,1,1,1.0
TX,15,12,2.0,188,134,0.7127659574468085
TX,15,12,3.0,6,2,0.3333333333333333
TX,16,1,1.0,1,0,0.0
TX,16,1,2.0,212,156,0.7358490566037735
TX,16,1,3.0,2,1,0.5
TX,16,1,4.0,1,0,0.0
TX,16,2,1.0,2,0,0.0
TX,16,2,2.0,197,152,0.7715736040609137
TX,16,2,3.0,2,0,0.0
TX,16,2,4.0,3,2,0.6666666666666666
TX,16,3,1.0,1,0,0.0
TX,16,3,2.0,151,92,0.609271523178808
TX,16,3,3.0,2,0,0.0
TX,16,4,1.0,1,0,0.0
TX,16,4,2.0,180,118,0.6555555555555556
TX,16,4,3.0,3,0,0.0
TX,16,4,4.0,1,0,0.0
TX,16,5,1.0,1,0,0.0
TX,16,5,2.0,195,128,0.6564102564102564
TX,16,5,3.0,1,0,0.0
TX,16,5,4.0,1,0,0.0
TX,16,6,1.0,2,0,0.0
TX,16,6,2.0,192,124,0.6458333333333334
TX,16,6,3.0,2,2,1.0
TX,16,7,2.0,201,136,0.6766169154228856
TX,16,7,3.0,3,1,0.3333333333333333
TX,16,7,4.0,1,0,0.0
TX,16,8,1.0,2,0,0.0
TX,16,8,2.0,214,158,0.7383177570093458
TX,16,8,3.0,2,1,0.5
TX,16,8,4.0,1,0,0.0
TX,16,9,1.0,4,0,0.0
TX,16,9,2.0,207,157,0.7584541062801933
TX,16,9,3.0,4,0,0.0
TX,16,9,4.0,1,0,0.0
TX,16,10,1.0,2,2,1.0
TX,16,10,2.0,211,158,0.7488151658767772
TX,16,10,3.0,3,0,0.0
TX,16,10,4.0,2,0,0.0
TX,16,11,1.0,2,1,0.5
TX,16,11,2.0,217,156,0.7188940092165899
TX,16,11,3.0,5,2,0.4
TX,16,11,4.0,4,0,0.0
TX,16,12,2.0,227,167,0.73568281938326
TX,16,12,3.0,4,1,0.25
TX,17,1,1.0,1,0,0.0
TX,17,1,2.0,209,159,0.7607655502392344
TX,17,1,3.0,3,1,0.3333333333333333
TX,17,2,2.0,181,143,0.7900552486187845
TX,17,3,1.0,2,0,0.0
TX,17,3,2.0,190,124,0.6526315789473685
TX,17,4,2.0,179,118,0.659217877094972
TX,17,5,2.0,172,114,0.6627906976744186
TX,17,5,3.0,2,0,0.0
TX,17,5,4.0,1,0,0.0
TX,17,6,1.0,1,0,0.0
TX,17,6,2.0,191,132,0.6910994764397905
TX,17,6,3.0,1,1,1.0
TX,17,6,4.0,1,0,0.0
TX,17,7,1.0,4,1,0.25
TX,17,7,2.0,180,130,0.7222222222222222
TX,17,7,3.0,4,2,0.5
TX,17,7,4.0,1,0,0.0
TX,17,8,1.0,3,1,0.3333333333333333
TX,17,8,2.0,216,154,0.7129629629629629
TX,17,8,3.0,2,1,0.5
TX,17,8,4.0,2,0,0.0
TX,17,9,1.0,1,0,0.0
TX,17,9,2.0,237,179,0.7552742616033755
TX,17,9,3.0,7,1,0.14285714285714285
TX,17,10,1.0,2,1,0.5
TX,17,10,2.0,242,172,0.7107438016528925
TX,17,10,3.0,2,0,0.0
TX,17,10,4.0,1,0,0.0
TX,17,11,1.0,3,2,0.6666666666666666
TX,17,11,2.0,256,198,0.7734375
TX,17,11,3.0,5,2,0.4
TX,17,11,4.0,1,0,0.0
TX,17,12,1.0,3,2,0.6666666666666666
TX,17,12,2.0,240,182,0.7583333333333333
TX,17,12,3.0,6,1,0.16666666666666666
TX,17,12,4.0,1,0,0.0
TX,18,1,1.0,4,1,0.25
TX,18,1,2.0,185,135,0.7297297297297297
TX,18,1,3.0,2,1,0.5
TX,18,2,1.0,4,2,0.5
TX,18,2,2.0,126,80,0.6349206349206349
TX,18,2,3.0,3,2,0.6666666666666666
TX,18,2,4.0,1,0,0.0
TX,18,3,1.0,7,1,0.14285714285714285
TX,18,3,2.0,126,77,0.6111111111111112
TX,18,3,3.0,2,2,1.0
TX,18,4,1.0,2,0,0.0
TX,18,4,2.0,136,88,0.6470588235294118
TX,18,4,3.0,1,0,0.0
TX,18,5,1.0,1,1,1.0
TX,18,5,2.0,137,72,0.5255474452554745
TX,18,5,3.0,1,0,0.0
TX,18,5,4.0,2,0,0.0
TX,18,6,1.0,4,2,0.5
TX,18,6,2.0,149,97,0.6510067114093959
TX,18,6,3.0,4,0,0.0
TX,18,6,4.0,3,0,0.0
TX,18,7,1.0,1,0,0.0
TX,18,7,2.0,146,97,0.6643835616438356
TX,18,8,1.0,1,0,0.0
TX,18,8,2.0,176,117,0.6647727272727273
TX,18,8,3.0,3,1,0.3333333333333333
TX,18,8,4.0,1,0,0.0
TX,18,9,1.0,3,0,0.0
TX,18,9,2.0,155,120,0.7741935483870968
TX,18,9,3.0,1,1,1.0
TX,18,10,1.0,7,3,0.42857142857142855
TX,18,10,2.0,142,100,0.704225352112676
TX,18,10,3.0,4,1,0.25
TX,18,10,4.0,2,1,0.5
TX,18,11,1.0,4,1,0.25
TX,18,11,2.0,201,148,0.736318407960199
TX,18,11,3.0,3,0,0.0
TX,18,11,4.0,2,1,0.5
TX,18,12,1.0,5,0,0.0
TX,18,12,2.0,227,161,0.7092511013215859
TX,18,12,3.0,1,0,0.0
TX,18,12,4.0,1,1,1.0
TX,19,1,2.0,130,93,0.7153846153846154
TX,19,1,3.0,1,1,1.0
TX,19,2,1.0,1,0,0.0
TX,19,2,2.0,102,66,0.6470588235294118
TX,19,2,3.0,1,1,1.0
TX,19,2,4.0,2,0,0.0
TX,19,3,1.0,1,0,0.0
TX,19,3,2.0,100,61,0.61
TX,19,3,3.0,2,1,0.5
TX,19,3,4.0,2,1,0.5
TX,19,4,2.0,102,64,0.6274509803921569
TX,19,4,3.0,1,0,0.0
TX,19,5,2.0,112,63,0.5625
TX,19,5,3.0,2,2,1.0
TX,19,5,4.0,2,1,0.5
TX,19,6,2.0,93,55,0.5913978494623656
TX,19,6,4.0,2,0,0.0
TX,19,7,1.0,3,0,0.0
TX,19,7,2.0,100,73,0.73
TX,19,7,3.0,1,1,1.0
TX,19,7,4.0,1,0,0.0
TX,19,8,1.0,3,2,0.6666666666666666
TX,19,8,2.0,119,87,0.7310924369747899
TX,19,8,3.0,2,0,0.0
TX,19,8,4.0,4,1,0.25
TX,19,9,1.0,1,0,0.0
TX,19,9,2.0,136,99,0.7279411764705882
TX,19,9,3.0,1,0,0.0
TX,19,9,4.0,1,0,0.0
TX,19,10,1.0,2,0,0.0
TX,19,10,2.0,148,98,0.6621621621621622
TX,19,10,3.0,2,1,0.5
TX,19,10,4.0,1,1,1.0
TX,19,11,1.0,1,0,0.0
TX,19,11,2.0,165,120,0.7272727272727273
TX,19,11,3.0,3,0,0.0
TX,19,11,4.0,2,1,0.5
TX,19,12,1.0,2,0,0.0
TX,19,12,2.0,158,106,0.6708860759493671
TX,19,12,3.0,4,0,0.0
TX,19,12,4.0,1,0,0.0
TX,20,1,1.0,2,1,0.5
TX,20,1,2.0,104,78,0.75
TX,20,1,3.0,2,2,1.0
TX,20,1,4.0,1,0,0.0
TX,20,2,1.0,7,3,0.42857142857142855
TX,20,2,2.0,73,50,0.684931506849315
TX,20,2,3.0,2,2,1.0
TX,20,2,4.0,1,0,0.0
TX,20,3,1.0,3,0,0.0
TX,20,3,2.0,58,38,0.6551724137931034
TX,20,3,3.0,2,0,0.0
TX,20,3,4.0,2,1,0.5
TX,20,4,1.0,5,0,0.0
TX,20,4,2.0,68,33,0.4852941176470588
TX,20,4,3.0,4,1,0.25
TX,20,4,4.0,1,0,0.0
TX,20,5,1.0,4,1,0.25
TX,20,5,2.0,60,36,0.6
TX,20,5,3.0,4,2,0.5
TX,20,5,4.0,1,0,0.0
TX,20,6,1.0,5,0,0.0
TX,20,6,2.0,80,53,0.6625
TX,20,6,3.0,5,2,0.4
TX,20,6,4.0,3,0,0.0
TX,20,7,1.0,3,1,0.3333333333333333
TX,20,7,2.0,79,50,0.6329113924050633
TX,20,7,3.0,6,1,0.16666666666666666
TX,20,8,1.0,6,0,0.0
TX,20,8,2.0,98,76,0.7755102040816326
TX,20,8,3.0,3,0,0.0
TX,20,8,4.0,1,0,0.0
TX,20,9,1.0,3,3,1.0
TX,20,9,2.0,107,69,0.6448598130841121
TX,20,9,3.0,1,0,0.0
TX,20,9,4.0,4,2,0.5
TX,20,10,1.0,3,1,0.3333333333333333
TX,20,10,2.0,92,56,0.6086956521739131
TX,20,10,3.0,2,1,0.5
TX,20,10,4.0,1,1,1.0
TX,20,11,1.0,2,0,0.0
TX,20,11,2.0,124,99,0.7983870967741935
TX,20,11,3.0,3,2,0.6666666666666666
TX,20,11,4.0,1,1,1.0
TX,20,12,1.0,3,1,0.3333333333333333
TX,20,12,2.0,117,91,0.7777777777777778
TX,20,12,3.0,3,0,0.0
TX,20,12,4.0,2,0,0.0
TX,21,1,1.0,3,1,0.3333333333333333
TX,21,1,2.0,78,62,0.7948717948717948
TX,21,1,3.0,3,1,0.3333333333333333
TX,21,2,1.0,2,0,0.0
TX,21,2,2.0,56,35,0.625
TX,21,2,3.0,1,0,0.0
TX,21,2,4.0,2,2,1.0
TX,21,3,1.0,1,0,0.0
TX,21,3,2.0,72,40,0.5555555555555556
TX,21,3,3.0,4,3,0.75
TX,21,4,1.0,3,0,0.0
TX,21,4,2.0,60,27,0.45
TX,21,4,3.0,1,1,1.0
TX,21,5,1.0,1,1,1.0
TX,21,5,2.0,44,28,0.6363636363636364
TX,21,5,4.0,1,0,0.0
TX,21,6,1.0,5,2,0.4
TX,21,6,2.0,67,52,0.7761194029850746
TX,21,6,3.0,1,0,0.0
TX,21,7,1.0,2,0,0.0
TX,21,7,2.0,54,36,0.6666666666666666
TX,21,7,3.0,3,3,1.0
TX,21,7,4.0,1,1,1.0
TX,21,8,1.0,4,0,0.0
TX,21,8,2.0,74,43,0.581081081081081
TX,21,8,3.0,1,0,0.0
TX,21,8,4.0,1,0,0.0
TX,21,9,2.0,82,49,0.5975609756097561
TX,21,9,3.0,1,1,1.0
TX,21,10,1.0,2,0,0.0
TX,21,10,2.0,89,62,0.6966292134831461
TX,21,10,3.0,3,0,0.0
TX,21,10,4.0,2,1,0.5
TX,21,11,1.0,5,0,0.0
TX,21,11,2.0,90,66,0.7333333333333333
TX,21,11,3.0,5,2,0.4
TX,21,11,4.0,2,1,0.5
TX,21,12,1.0,1,0,0.0
TX,21,12,2.0,80,60,0.75
TX,21,12,3.0,5,1,0.2
TX,22,1,1.0,7,1,0.14285714285714285
TX,22,1,2.0,69,55,0.7971014492753623
TX,22,1,3.0,2,0,0.0
TX,22,1,4.0,3,0,0.0
TX,22,2,1.0,2,0,0.0
TX,22,2,2.0,72,50,0.6944444444444444
TX,22,2,3.0,3,2,0.6666666666666666
TX,22,3,1.0,2,0,0.0
TX,22,3,2.0,68,39,0.5735294117647058
TX,22,3,3.0,6,0,0.0
TX,22,3,4.0,3,2,0.6666666666666666
TX,22,4,1.0,3,1,0.3333333333333333
TX,22,4,2.0,42,27,0.6428571428571429
TX,22,4,3.0,1,1,1.0
TX,22,4,4.0,2,0,0.0
TX,22,5,1.0,2,1,0.5
TX,22,5,2.0,50,26,0.52
TX,22,5,3.0,4,3,0.75
TX,22,5,4.0,1,0,0.0
TX,22,6,1.0,3,1,0.3333333333333333
TX,22,6,2.0,58,36,0.6206896551724138
TX,22,6,3.0,3,1,0.3333333333333333
TX,22,6,4.0,2,0,0.0
TX,22,7,1.0,4,1,0.25
TX,22,7,2.0,60,38,0.6333333333333333
TX,22,7,3.0,3,0,0.0
TX,22,8,1.0,5,2,0.4
TX,22,8,2.0,58,42,0.7241379310344828
TX,22,8,3.0,3,0,0.0
TX,22,9,1.0,6,3,0.5
TX,22,9,2.0,64,49,0.765625
TX,22,9,3.0,4,2,0.5
TX,22,9,4.0,1,1,1.0
TX,22,10,1.0,2,0,0.0
TX,22,10,2.0,68,48,0.7058823529411765
TX,22,10,3.0,1,0,0.0
TX,22,11,1.0,3,0,0.0
TX,22,11,2.0,79,56,0.7088607594936709
TX,22,11,3.0,2,0,0.0
TX,22,11,4.0,3,1,0.3333333333333333
TX,22,12,1.0,7,5,0.7142857142857143
TX,22,12,2.0,70,50,0.7142857142857143
TX,22,12,3.0,3,0,0.0
TX,23,1,1.0,4,3,0.75
TX,23,1,2.0,75,58,0.7733333333333333
TX,23,1,3.0,2,0,0.0
TX,23,1,4.0,2,1,0.5
TX,23,2,1.0,7,0,0.0
TX,23,2,2.0,50,31,0.62
TX,23,2,3.0,2,0,0.0
TX,23,2,4.0,1,0,0.0
TX,23,3,1.0,3,1,0.3333333333333333
TX,23,3,2.0,36,24,0.6666666666666666
TX,23,3,3.0,2,0,0.0
TX,23,3,4.0,2,0,0.0
TX,23,4,1.0,1,0,0.0
TX,23,4,2.0,30,17,0.5666666666666667
TX,23,4,3.0,3,1,0.3333333333333333
TX,23,4,4.0,2,0,0.0
TX,23,5,1.0,4,1,0.25
TX,23,5,2.0,22,14,0.6363636363636364
TX,23,5,3.0,2,0,0.0
TX,23,5,4.0,1,0,0.0
TX,23,6,1.0,3,0,0.0
TX,23,6,2.0,29,14,0.4827586206896552
TX,23,6,4.0,2,1,0.5
TX,23,7,1.0,3,1,0.3333333333333333
TX,23,7,2.0,29,18,0.6206896551724138
TX,23,7,3.0,4,1,0.25
TX,23,7,4.0,3,0,0.0
TX,23,8,2.0,31,23,0.7419354838709677
TX,23,8,3.0,1,0,0.0
TX,23,8,4.0,2,1,0.5
TX,23,9,1.0,1,0,0.0
TX,23,9,2.0,42,32,0.7619047619047619
TX,23,9,3.0,4,1,0.25
TX,23,9,4.0,2,1,0.5
TX,23,10,1.0,1,1,1.0
TX,23,10,2.0,54,40,0.7407407407407407
TX,23,10,3.0,4,1,0.25
TX,23,10,4.0,1,1,1.0
TX,23,11,1.0,2,1,0.5
TX,23,11,2.0,68,54,0.7941176470588235
TX,23,11,3.0,4,1,0.25
TX,23,11,4.0,1,0,0.0
TX,23,12,1.0,2,2,1.0
TX,23,12,2.0,71,61,0.8591549295774648
TX,23,12,3.0,5,0,0.0
TX,23,12,4.0,5,0,0.0
UT,0,1,1.0,5,0,0.0
UT,0,1,2.0,31,18,0.5806451612903226
UT,0,1,3.0,2,1,0.5
UT,0,1,4.0,2,0,0.0
UT,0,2,1.0,2,0,0.0
UT,0,2,2.0,31,16,0.5161290322580645
UT,0,2,3.0,4,2,0.5
UT,0,3,1.0,2,2,1.0
UT,0,3,2.0,20,12,0.6
UT,0,3,3.0,2,0,0.0
UT,0,3,4.0,1,0,0.0
UT,0,4,1.0,3,1,0.3333333333333333
UT,0,4,2.0,19,10,0.5263157894736842
UT,0,4,3.0,1,1,1.0
UT,0,5,1.0,3,2,0.6666666666666666
UT,0,5,2.0,25,11,0.44
UT,0,5,4.0,1,0,0.0
UT,0,6,2.0,26,8,0.3076923076923077
UT,0,6,3.0,6,2,0.3333333333333333
UT,0,7,1.0,2,2,1.0
UT,0,7,2.0,11,5,0.45454545454545453
UT,0,7,3.0,2,0,0.0
UT,0,7,4.0,1,0,0.0
UT,0,8,1.0,3,0,0.0
UT,0,8,2.0,20,6,0.3
UT,0,8,3.0,1,0,0.0
UT,0,9,1.0,3,0,0.0
UT,0,9,2.0,21,15,0.7142857142857143
UT,0,9,3.0,3,0,0.0
UT,0,10,1.0,1,0,0.0
UT,0,10,2.0,22,9,0.4090909090909091
UT,0,10,3.0,5,2,0.4
UT,0,11,1.0,2,1,0.5
UT,0,11,2.0,25,13,0.52
UT,0,11,3.0,2,0,0.0
UT,0,11,4.0,1,1,1.0
UT,0,12,2.0,28,19,0.6785714285714286
UT,0,12,3.0,2,1,0.5
UT,0,12,4.0,4,0,0.0
UT,1,1,2.0,30,20,0.6666666666666666
UT,1,1,3.0,2,1,0.5
UT,1,1,4.0,1,0,0.0
UT,1,2,1.0,1,0,0.0
UT,1,2,2.0,29,12,0.41379310344827586
UT,1,2,3.0,1,0,0.0
UT,1,2,4.0,1,0,0.0
UT,1,3,1.0,5,1,0.2
UT,1,3,2.0,24,9,0.375
UT,1,3,3.0,2,0,0.0
UT,1,3,4.0,1,0,0.0
UT,1,4,1.0,2,1,0.5
UT,1,4,2.0,22,12,0.5454545454545454
UT,1,4,3.0,1,0,0.0
UT,1,5,1.0,2,0,0.0
UT,1,5,2.0,19,8,0.42105263157894735
UT,1,5,3.0,2,1,0.5
UT,1,5,4.0,1,0,0.0
UT,1,6,1.0,4,0,0.0
UT,1,6,2.0,18,5,0.2777777777777778
UT,1,6,3.0,4,0,0.0
UT,1,6,4.0,2,1,0.5
UT,1,7,2.0,23,4,0.17391304347826086
UT,1,7,3.0,4,1,0.25
UT,1,7,4.0,4,1,0.25
UT,1,8,1.0,1,0,0.0
UT,1,8,2.0,20,12,0.6
UT,1,8,3.0,3,0,0.0
UT,1,9,1.0,3,0,0.0
UT,1,9,2.0,19,11,0.5789473684210527
UT,1,9,3.0,2,1,0.5
UT,1,9,4.0,2,1,0.5
UT,1,10,1.0,4,2,0.5
UT,1,10,2.0,19,8,0.42105263157894735
UT,1,10,3.0,5,0,0.0
UT,1,10,4.0,1,0,0.0
UT,1,11,1.0,6,1,0.16666666666666666
UT,1,11,2.0,20,8,0.4
UT,1,11,3.0,3,1,0.3333333333333333
UT,1,11,4.0,1,0,0.0
UT,1,12,1.0,2,1,0.5
UT,1,12,2.0,27,20,0.7407407407407407
UT,1,12,3.0,3,1,0.3333333333333333
UT,2,1,1.0,1,0,0.0
UT,2,1,2.0,28,13,0.4642857142857143
UT,2,1,4.0,1,1,1.0
UT,2,2,2.0,22,7,0.3181818181818182
UT,2,2,3.0,1,0,0.0
UT,2,3,1.0,5,2,0.4
UT,2,3,2.0,23,7,0.30434782608695654
UT,2,3,3.0,2,1,0.5
UT,2,3,4.0,1,0,0.0
UT,2,4,1.0,3,0,0.0
UT,2,4,2.0,11,3,0.2727272727272727
UT,2,4,3.0,1,0,0.0
UT,2,5,1.0,3,1,0.3333333333333333
UT,2,5,2.0,21,6,0.2857142857142857
UT,2,5,3.0,1,1,1.0
UT,2,5,4.0,1,1,1.0
UT,2,6,1.0,2,0,0.0
UT,2,6,2.0,30,11,0.36666666666666664
UT,2,6,3.0,3,0,0.0
UT,2,6,4.0,1,0,0.0
UT,2,7,1.0,2,0,0.0
UT,2,7,2.0,19,9,0.47368421052631576
UT,2,7,3.0,2,1,0.5
UT,2,7,4.0,1,1,1.0
UT,2,8,1.0,1,0,0.0
UT,2,8,2.0,23,10,0.43478260869565216
UT,2,8,4.0,2,0,0.0
UT,2,9,1.0,4,0,0.0
UT,2,9,2.0,18,9,0.5
UT,2,9,3.0,2,1,0.5
UT,2,10,1.0,5,2,0.4
UT,2,10,2.0,9,6,0.6666666666666666
UT,2,10,3.0,3,0,0.0
UT,2,10,4.0,1,1,1.0
UT,2,11,1.0,6,1,0.16666666666666666
UT,2,11,2.0,22,8,0.36363636363636365
UT,2,11,3.0,1,0,0.0
UT,2,12,1.0,2,0,0.0
UT,2,12,2.0,35,26,0.7428571428571429
UT,2,12,3.0,1,1,1.0
UT,3,1,2.0,28,11,0.39285714285714285
UT,3,2,1.0,2,1,0.5
UT,3,2,2.0,22,12,0.5454545454545454
UT,3,2,3.0,1,0,0.0
UT,3,2,4.0,1,1,1.0
UT,3,3,1.0,3,3,1.0
UT,3,3,2.0,18,8,0.4444444444444444
UT,3,3,3.0,2,0,0.0
UT,3,4,1.0,1,0,0.0
UT,3,4,2.0,24,8,0.3333333333333333
UT,3,4,3.0,1,1,1.0
UT,3,4,4.0,1,0,0.0
UT,3,5,2.0,22,8,0.36363636363636365
UT,3,5,3.0,5,1,0.2
UT,3,6,1.0,3,1,0.3333333333333333
UT,3,6,2.0,17,6,0.35294117647058826
UT,3,6,3.0,3,1,0.3333333333333333
UT,3,7,1.0,3,1,0.3333333333333333
UT,3,7,2.0,11,3,0.2727272727272727
UT,3,7,3.0,4,0,0.0
UT,3,7,4.0,1,1,1.0
UT,3,8,1.0,5,0,0.0
UT,3,8,2.0,20,9,0.45
UT,3,8,3.0,3,1,0.3333333333333333
UT,3,8,4.0,1,0,0.0
UT,3,9,1.0,1,0,0.0
UT,3,9,2.0,9,3,0.3333333333333333
UT,3,10,1.0,1,0,0.0
UT,3,10,2.0,19,3,0.15789473684210525
UT,3,10,3.0,3,0,0.0
UT,3,11,1.0,1,0,0.0
UT,3,11,2.0,14,6,0.42857142857142855
UT,3,11,3.0,6,0,0.0
UT,3,12,1.0,1,0,0.0
UT,3,12,2.0,20,12,0.6
UT,3,12,3.0,1,1,1.0
UT,3,12,4.0,1,0,0.0
UT,4,1,1.0,1,0,0.0
UT,4,1,2.0,27,16,0.5925925925925926
UT,4,1,3.0,1,0,0.0
UT,4,1,4.0,1,0,0.0
UT,4,2,1.0,2,0,0.0
UT,4,2,2.0,26,10,0.38461538461538464
UT,4,2,3.0,2,1,0.5
UT,4,2,4.0,1,0,0.0
UT,4,3,1.0,6,2,0.3333333333333333
UT,4,3,2.0,21,8,0.38095238095238093
UT,4,4,1.0,2,1,0.5
UT,4,4,2.0,20,10,0.5
UT,4,4,4.0,1,1,1.0
UT,4,5,1.0,4,0,0.0
UT,4,5,2.0,19,5,0.2631578947368421
UT,4,5,3.0,4,3,0.75
UT,4,5,4.0,1,0,0.0
UT,4,6,1.0,1,0,0.0
UT,4,6,2.0,23,12,0.5217391304347826
UT,4,6,3.0,2,1,0.5
UT,4,7,1.0,1,0,0.0
UT,4,7,2.0,26,13,0.5
UT,4,7,3.0,1,0,0.0
UT,4,7,4.0,2,1,0.5
UT,4,8,1.0,6,2,0.3333333333333333
UT,4,8,2.0,26,11,0.4230769230769231
UT,4,8,3.0,3,3,1.0
UT,4,9,1.0,2,2,1.0
UT,4,9,2.0,25,10,0.4
UT,4,9,3.0,2,1,0.5
UT,4,9,4.0,1,0,0.0
UT,4,10,1.0,1,0,0.0
UT,4,10,2.0,19,10,0.5263157894736842
UT,4,10,3.0,1,0,0.0
UT,4,10,4.0,3,1,0.3333333333333333
UT,4,11,1.0,1,0,0.0
UT,4,11,2.0,26,12,0.46153846153846156
UT,4,11,3.0,6,1,0.16666666666666666
UT,4,11,4.0,1,1,1.0
UT,4,12,1.0,1,1,1.0
UT,4,12,2.0,40,24,0.6
UT,4,12,3.0,9,1,0.1111111111111111
UT,4,12,4.0,4,1,0.25
UT,5,1,1.0,1,0,0.0
UT,5,1,2.0,35,22,0.6285714285714286
UT,5,1,3.0,2,1,0.5
UT,5,1,4.0,1,0,0.0
UT,5,2,1.0,6,1,0.16666666666666666
UT,5,2,2.0,34,24,0.7058823529411765
UT,5,2,3.0,3,1,0.3333333333333333
UT,5,2,4.0,1,1,1.0
UT,5,3,2.0,30,18,0.6
UT,5,3,3.0,3,0,0.0
UT,5,4,1.0,1,0,0.0
UT,5,4,2.0,23,10,0.43478260869565216
UT,5,5,1.0,2,0,0.0
UT,5,5,2.0,30,12,0.4
UT,5,5,3.0,3,0,0.0
UT,5,6,1.0,2,0,0.0
UT,5,6,2.0,29,11,0.3793103448275862
UT,5,6,3.0,2,0,0.0
UT,5,7,1.0,5,2,0.4
UT,5,7,2.0,29,19,0.6551724137931034
UT,5,7,3.0,1,1,1.0
UT,5,7,4.0,3,2,0.6666666666666666
UT,5,8,1.0,3,1,0.3333333333333333
UT,5,8,2.0,20,8,0.4
UT,5,8,3.0,1,1,1.0
